[41,[0],	[[67,0],[211,0],[263,0],[123,0],[292,0],[36,0],[98,0],[297,0],[52,0],[163,0],[277,0],[167,0],[293,0],[92,0],[279,0]]]
[42,[0],	[[117,0],[263,0],[67,0],[94,0],[64,0],[43,0],[251,0]]]
[43,[0],	[[42,0],[67,0],[117,0],[64,0],[251,0]]]
[44,[0],	[[67,0]]]
[45,[0],	[[67,0]]]
[46,[0],	[[292,0],[123,0],[67,0],[286,0],[93,0],[229,0],[8,0],[118,0],[240,0],[135,0]]]
[47,[0],	[[254,0],[123,0],[67,0],[33,0],[238,0],[193,0],[191,0],[1,0],[241,0]]]
[48,[0],	[[67,0]]]
[49,[0],	[[67,0]]]
[50,[0],	[[67,0],[205,0],[170,0]]]
[51,[0],	[[292,0],[67,0]]]
[52,[0],	[[67,0],[123,0],[41,0]]]
[53,[0],	[[123,0],[67,0],[83,0],[115,0],[95,0]]]
[54,[0],	[[67,0]]]
[55,[0],	[[67,0]]]
[56,[0],	[[67,0]]]
[57,[0],	[[238,0],[67,0],[254,0],[142,0],[20,0]]]
[58,[0],	[[67,0]]]
[59,[0],	[[67,0]]]
[60,[0],	[[67,0]]]
[61,[0],	[[67,0]]]
[62,[0],	[[67,0],[8,0],[149,0],[150,0]]]
[63,[0],	[[67,0]]]
[64,[0],	[[67,0],[42,0],[117,0],[43,0]]]
[65,[0],	[[123,0],[67,0],[148,0]]]
[66,[0],	[[67,0]]]
[67,[0],	[[43,0],[211,0],[263,0],[123,0],[41,0],[292,0],[36,0],[194,0],[242,0],[199,0],[106,0],[3,0],[5,0],[98,0],[297,0],[274,0],[286,0],[42,0],[32,0],[120,0],[93,0],[229,0],[8,0],[52,0],[163,0],[144,0],[62,0],[83,0],[149,0],[47,0],[33,0],[254,0],[238,0],[118,0],[65,0],[247,0],[298,0],[46,0],[240,0],[223,0],[193,0],[148,0],[227,0],[103,0],[160,0],[218,0],[265,0],[128,0],[166,0],[114,0],[264,0],[135,0],[115,0],[95,0],[53,0],[257,0],[16,0],[198,0],[283,0],[277,0],[167,0],[293,0],[92,0],[279,0],[104,0],[197,0],[246,0],[216,0],[122,0],[51,0],[85,0],[117,0],[100,0],[168,0],[150,0],[78,0],[294,0],[2,0],[188,0],[77,0],[200,0],[260,0],[97,0],[174,0],[133,0],[285,0],[40,0],[225,0],[102,0],[205,0],[101,0],[48,0],[142,0],[20,0],[57,0],[191,0],[1,0],[113,0],[201,0],[252,0],[94,0],[64,0],[251,0],[26,0],[162,0],[91,0],[217,0],[210,0],[256,0],[130,0],[17,0],[180,0],[90,0],[255,0],[224,0],[15,0],[288,0],[89,0],[266,0],[169,0],[44,0],[9,0],[79,0],[69,0],[165,0],[121,0],[231,0],[209,0],[230,0],[72,0],[35,0],[158,0],[112,0],[237,0],[204,0],[195,0],[206,0],[105,0],[155,0],[129,0],[214,0],[177,0],[179,0],[222,0],[132,0],[151,0],[29,0],[80,0],[185,0],[184,0],[245,0],[124,0],[171,0],[31,0],[55,0],[21,0],[290,0],[228,0],[22,0],[59,0],[232,0],[208,0],[147,0],[276,0],[244,0],[226,0],[176,0],[143,0],[220,0],[173,0],[141,0],[131,0],[71,0],[50,0],[170,0],[134,0],[63,0],[39,0],[88,0],[75,0],[30,0],[300,0],[296,0],[196,0],[234,0],[273,0],[14,0],[203,0],[284,0],[13,0],[213,0],[235,0],[126,0],[145,0],[54,0],[74,0],[116,0],[140,0],[154,0],[61,0],[73,0],[249,0],[291,0],[186,0],[267,0],[82,0],[45,0],[28,0],[84,0],[301,0],[27,0],[287,0],[258,0],[86,0],[49,0],[192,0],[119,0],[259,0],[4,0],[23,0],[272,0],[76,0],[68,0],[189,0],[136,0],[243,0],[219,0],[268,0],[81,0],[60,0],[181,0],[146,0],[262,0],[236,0],[275,0],[11,0],[58,0],[110,0],[19,0],[271,0],[56,0],[109,0],[138,0],[183,0],[190,0],[239,0],[269,0],[10,0],[87,0],[152,0],[156,0],[215,0],[280,0],[299,0],[38,0],[12,0],[281,0],[241,0],[111,0],[137,0],[161,0],[178,0],[96,0],[139,0],[182,0],[175,0],[221,0],[278,0],[207,0],[248,0],[282,0],[34,0],[70,0],[250,0],[289,0],[37,0],[164,0],[127,0],[159,0],[212,0],[253,0],[295,0],[24,0],[66,0],[261,0],[6,0],[25,0],[172,0],[7,0],[270,0],[108,0],[99,0],[153,0],[187,0],[233,0],[107,0],[125,0],[157,0],[18,0],[202,0]]]
[68,[0],	[[67,0]]]
[69,[0],	[[67,0]]]
[70,[0],	[[67,0]]]
[71,[0],	[[67,0]]]
[72,[0],	[[67,0]]]
[73,[0],	[[67,0]]]
[74,[0],	[[67,0]]]
[75,[0],	[[67,0]]]
[76,[0],	[[67,0]]]
[77,[0],	[[67,0],[292,0]]]
[78,[0],	[[292,0],[67,0],[257,0],[16,0],[85,0],[132,0],[151,0],[29,0],[80,0]]]
[79,[0],	[[67,0]]]
[80,[0],	[[67,0],[16,0],[85,0],[78,0],[132,0],[151,0],[29,0]]]
[81,[0],	[[67,0]]]
[82,[0],	[[67,0]]]
[83,[0],	[[53,0],[123,0],[67,0],[199,0],[115,0],[95,0]]]
[84,[0],	[[67,0],[257,0],[168,0],[200,0],[151,0],[29,0],[124,0]]]
[85,[0],	[[151,0],[292,0],[67,0],[257,0],[16,0],[168,0],[78,0],[200,0],[132,0],[29,0],[80,0],[124,0]]]
[86,[0],	[[67,0]]]
[87,[0],	[[67,0]]]
[88,[0],	[[67,0]]]
[89,[0],	[[67,0]]]
[90,[0],	[[67,0]]]
[91,[0],	[[67,0]]]
[92,[0],	[[41,0],[67,0]]]
[93,[0],	[[297,0],[123,0],[67,0],[286,0],[229,0],[8,0],[46,0],[135,0],[133,0]]]
[94,[0],	[[67,0],[42,0],[117,0]]]
[95,[0],	[[115,0],[123,0],[67,0],[83,0],[53,0]]]
[96,[0],	[[67,0]]]
[97,[0],	[[292,0],[67,0]]]
[98,[0],	[[41,0],[67,0],[286,0],[104,0],[197,0],[246,0]]]
[99,[0],	[[238,0],[67,0],[33,0],[193,0],[1,0],[153,0]]]
[100,[0],	[[292,0],[67,0],[4,0],[23,0],[272,0]]]
[101,[0],	[[67,0]]]
[102,[0],	[[67,0]]]
[103,[0],	[[67,0],[276,0],[147,0],[208,0],[247,0],[123,0]]]
[104,[0],	[[98,0],[197,0],[246,0],[67,0]]]
[105,[0],	[[67,0]]]
[106,[0],	[[263,0],[123,0],[292,0],[67,0],[199,0]]]
[107,[0],	[[67,0]]]
[108,[0],	[[67,0]]]
[109,[0],	[[67,0]]]
[110,[0],	[[67,0]]]
[111,[0],	[[67,0]]]
[112,[0],	[[67,0]]]
[113,[0],	[[67,0],[274,0],[201,0],[252,0]]]
[114,[0],	[[123,0],[67,0],[218,0],[265,0],[128,0],[166,0]]]
[115,[0],	[[123,0],[67,0],[83,0],[95,0],[53,0]]]
[116,[0],	[[67,0]]]
[117,[0],	[[292,0],[67,0],[42,0],[94,0],[64,0],[43,0],[251,0]]]
[118,[0],	[[67,0],[123,0],[292,0],[297,0],[8,0],[149,0],[46,0]]]
[119,[0],	[[67,0]]]
[120,[0],	[[67,0],[32,0]]]
[121,[0],	[[67,0]]]
[122,[0],	[[292,0],[67,0]]]
[123,[0],	[[46,0],[263,0],[41,0],[292,0],[36,0],[67,0],[199,0],[106,0],[297,0],[274,0],[286,0],[93,0],[229,0],[8,0],[52,0],[83,0],[149,0],[47,0],[33,0],[254,0],[238,0],[118,0],[65,0],[247,0],[298,0],[240,0],[223,0],[193,0],[148,0],[227,0],[103,0],[160,0],[218,0],[265,0],[128,0],[166,0],[114,0],[264,0],[135,0],[115,0],[95,0],[53,0],[257,0],[16,0],[198,0]]]
[124,[0],	[[67,0],[257,0],[16,0],[85,0],[168,0],[200,0],[35,0],[151,0],[29,0],[84,0],[164,0],[127,0]]]
[125,[0],	[[67,0]]]
[126,[0],	[[67,0]]]
[127,[0],	[[67,0],[257,0],[168,0],[200,0],[151,0],[124,0],[164,0]]]
[128,[0],	[[123,0],[67,0],[218,0],[265,0],[166,0],[114,0]]]
[129,[0],	[[67,0]]]
[130,[0],	[[67,0],[17,0],[175,0]]]
[131,[0],	[[67,0]]]
[132,[0],	[[164,0],[67,0],[257,0],[16,0],[85,0],[78,0],[200,0],[151,0],[29,0],[80,0]]]
[133,[0],	[[67,0],[297,0],[286,0],[93,0],[8,0]]]
[134,[0],	[[67,0]]]
[135,[0],	[[123,0],[67,0],[93,0],[229,0],[8,0],[46,0]]]
[136,[0],	[[67,0]]]
[137,[0],	[[67,0]]]
[138,[0],	[[67,0]]]
[139,[0],	[[67,0]]]
[140,[0],	[[67,0]]]
[141,[0],	[[67,0]]]
[142,[0],	[[20,0],[67,0],[254,0],[238,0],[57,0]]]
[143,[0],	[[67,0]]]
[144,[0],	[[67,0],[199,0]]]
[145,[0],	[[67,0]]]
[146,[0],	[[67,0]]]
[147,[0],	[[103,0],[67,0],[247,0],[208,0],[276,0]]]
[148,[0],	[[67,0],[123,0],[8,0],[65,0],[223,0],[193,0]]]
[149,[0],	[[292,0],[123,0],[67,0],[297,0],[8,0],[62,0],[118,0],[150,0]]]
[150,[0],	[[62,0],[292,0],[67,0],[8,0],[149,0]]]
[151,[0],	[[67,0],[257,0],[16,0],[85,0],[168,0],[78,0],[200,0],[35,0],[158,0],[132,0],[29,0],[80,0],[124,0],[84,0],[164,0],[127,0]]]
[152,[0],	[[67,0]]]
[153,[0],	[[67,0],[193,0],[99,0]]]
[154,[0],	[[67,0]]]
[155,[0],	[[67,0]]]
[156,[0],	[[67,0]]]
[157,[0],	[[67,0]]]
[158,[0],	[[67,0],[35,0],[151,0]]]
[159,[0],	[[67,0]]]
[160,[0],	[[123,0],[67,0]]]
[161,[0],	[[67,0]]]
[162,[0],	[[67,0]]]
[163,[0],	[[41,0],[67,0]]]
[164,[0],	[[168,0],[67,0],[257,0],[16,0],[200,0],[132,0],[151,0],[124,0],[127,0]]]
[165,[0],	[[67,0]]]
[166,[0],	[[123,0],[67,0],[218,0],[265,0],[128,0],[114,0]]]
[167,[0],	[[41,0],[67,0],[277,0],[293,0]]]
[168,[0],	[[124,0],[292,0],[67,0],[257,0],[85,0],[200,0],[151,0],[84,0],[164,0],[127,0]]]
[169,[0],	[[67,0]]]
[170,[0],	[[67,0],[205,0],[50,0]]]
[171,[0],	[[67,0]]]
[172,[0],	[[67,0]]]
[173,[0],	[[67,0]]]
[174,[0],	[[36,0],[67,0]]]
[175,[0],	[[67,0],[130,0]]]
[176,[0],	[[67,0]]]
[177,[0],	[[67,0]]]
[178,[0],	[[67,0]]]
[179,[0],	[[67,0]]]
[180,[0],	[[67,0]]]
[181,[0],	[[67,0]]]
[182,[0],	[[67,0]]]
[183,[0],	[[67,0]]]
[184,[0],	[[67,0]]]
[185,[0],	[[67,0]]]
[186,[0],	[[67,0]]]
[187,[0],	[[67,0]]]
[188,[0],	[[292,0],[67,0]]]
[189,[0],	[[67,0]]]
[190,[0],	[[67,0]]]
[191,[0],	[[1,0],[67,0],[47,0],[254,0],[238,0],[193,0],[241,0]]]
[192,[0],	[[67,0]]]
[193,[0],	[[238,0],[123,0],[292,0],[67,0],[8,0],[47,0],[33,0],[223,0],[148,0],[191,0],[1,0],[241,0],[99,0],[153,0]]]
[194,[0],	[[67,0]]]
[195,[0],	[[67,0]]]
[196,[0],	[[67,0]]]
[197,[0],	[[67,0],[104,0],[246,0],[98,0]]]
[198,[0],	[[297,0],[123,0],[67,0],[8,0]]]
[199,[0],	[[211,0],[123,0],[242,0],[67,0],[106,0],[144,0],[83,0]]]
[200,[0],	[[292,0],[67,0],[257,0],[16,0],[85,0],[168,0],[35,0],[132,0],[151,0],[124,0],[84,0],[164,0],[127,0]]]
[201,[0],	[[67,0],[274,0],[113,0],[252,0]]]
[202,[0],	[[67,0]]]
[203,[0],	[[67,0]]]
[204,[0],	[[67,0]]]
[205,[0],	[[67,0],[50,0],[170,0]]]
[206,[0],	[[67,0]]]
[207,[0],	[[67,0]]]
[208,[0],	[[103,0],[67,0],[247,0],[147,0],[276,0]]]
[209,[0],	[[67,0]]]
[210,[0],	[[67,0]]]
[211,[0],	[[41,0],[36,0],[67,0],[199,0]]]
[212,[0],	[[67,0]]]
[213,[0],	[[67,0]]]
[214,[0],	[[67,0]]]
[215,[0],	[[67,0]]]
[216,[0],	[[292,0],[67,0]]]
[217,[0],	[[67,0]]]
[218,[0],	[[265,0],[123,0],[67,0],[128,0],[166,0],[114,0]]]
[219,[0],	[[67,0]]]
[220,[0],	[[67,0]]]
[221,[0],	[[67,0]]]
[222,[0],	[[67,0]]]
[223,[0],	[[8,0],[123,0],[67,0],[193,0],[148,0]]]
[224,[0],	[[67,0]]]
[225,[0],	[[67,0]]]
[226,[0],	[[67,0]]]
[227,[0],	[[123,0],[67,0]]]
[228,[0],	[[67,0]]]
[229,[0],	[[93,0],[123,0],[67,0],[8,0],[46,0],[135,0]]]
[230,[0],	[[67,0]]]
[231,[0],	[[67,0]]]
[232,[0],	[[67,0]]]
[233,[0],	[[67,0]]]
[234,[0],	[[67,0]]]
[235,[0],	[[67,0]]]
[236,[0],	[[67,0]]]
[237,[0],	[[67,0]]]
[238,[0],	[[193,0],[123,0],[292,0],[67,0],[47,0],[33,0],[254,0],[142,0],[20,0],[57,0],[191,0],[1,0],[99,0]]]
[239,[0],	[[67,0]]]
[240,[0],	[[123,0],[67,0],[46,0]]]
[241,[0],	[[47,0],[193,0],[67,0],[191,0],[1,0]]]
[242,[0],	[[67,0],[199,0]]]
[243,[0],	[[67,0]]]
[244,[0],	[[67,0]]]
[245,[0],	[[67,0]]]
[246,[0],	[[67,0],[98,0],[104,0],[197,0]]]
[247,[0],	[[103,0],[123,0],[67,0],[208,0],[147,0],[276,0]]]
[248,[0],	[[67,0]]]
[249,[0],	[[67,0]]]
[250,[0],	[[67,0]]]
[251,[0],	[[67,0],[42,0],[117,0],[43,0]]]
[252,[0],	[[67,0],[274,0],[113,0],[201,0]]]
[253,[0],	[[67,0]]]
[254,[0],	[[57,0],[123,0],[67,0],[47,0],[33,0],[238,0],[142,0],[20,0],[191,0],[1,0]]]
[255,[0],	[[67,0]]]
[256,[0],	[[67,0]]]
[257,[0],	[[200,0],[123,0],[67,0],[16,0],[85,0],[168,0],[78,0],[35,0],[132,0],[151,0],[124,0],[84,0],[164,0],[127,0]]]
[258,[0],	[[67,0]]]
[259,[0],	[[67,0]]]
[260,[0],	[[292,0],[67,0]]]
[261,[0],	[[67,0]]]
[262,[0],	[[67,0]]]
[263,[0],	[[67,0],[123,0],[41,0],[292,0],[36,0],[106,0],[297,0],[274,0],[286,0],[42,0]]]
[264,[0],	[[123,0],[67,0]]]
[265,[0],	[[128,0],[123,0],[67,0],[218,0],[166,0],[114,0]]]
[266,[0],	[[67,0]]]
[267,[0],	[[67,0]]]
[268,[0],	[[67,0]]]
[269,[0],	[[67,0]]]
[270,[0],	[[67,0]]]
[271,[0],	[[67,0]]]
[272,[0],	[[67,0],[100,0],[4,0],[23,0]]]
[273,[0],	[[67,0]]]
[274,[0],	[[201,0],[263,0],[123,0],[292,0],[36,0],[67,0],[113,0],[252,0]]]
[275,[0],	[[67,0]]]
[276,[0],	[[67,0],[247,0],[103,0],[208,0],[147,0]]]
[277,[0],	[[67,0],[41,0],[167,0]]]
[278,[0],	[[67,0]]]
[279,[0],	[[41,0],[67,0]]]
[280,[0],	[[67,0]]]
[281,[0],	[[67,0]]]
[282,[0],	[[67,0]]]
[283,[0],	[[36,0],[67,0]]]
[284,[0],	[[67,0]]]
[285,[0],	[[36,0],[67,0]]]
[286,[0],	[[123,0],[292,0],[67,0],[98,0],[297,0],[93,0],[263,0],[46,0],[133,0],[8,0]]]
[287,[0],	[[67,0]]]
[288,[0],	[[67,0]]]
[289,[0],	[[67,0]]]
[290,[0],	[[67,0]]]
[291,[0],	[[67,0]]]
[292,[0],	[[85,0],[263,0],[123,0],[41,0],[36,0],[67,0],[106,0],[297,0],[274,0],[286,0],[8,0],[149,0],[238,0],[118,0],[46,0],[193,0],[216,0],[122,0],[51,0],[117,0],[100,0],[168,0],[150,0],[78,0],[294,0],[2,0],[188,0],[77,0],[200,0],[260,0],[97,0]]]
[293,[0],	[[67,0],[167,0],[41,0]]]
[294,[0],	[[292,0],[67,0]]]
[295,[0],	[[67,0]]]
[296,[0],	[[67,0]]]
[297,[0],	[[286,0],[263,0],[123,0],[41,0],[292,0],[67,0],[93,0],[8,0],[149,0],[118,0],[198,0],[133,0]]]
[298,[0],	[[123,0],[67,0]]]
[299,[0],	[[67,0]]]
[300,[0],	[[67,0]]]
[301,[0],	[[67,0]]]
